ticker,name,type,sector,article_date,article_headline,label
CTAS,Cintas Corporation,EQUITY,Industrials,2012-03-18,"Earnings Expectations for the Week of March 19 (FDX, ORCL, NKE, TIF)",neutral
ADBE,Adobe Inc.,EQUITY,Technology,2012-03-19,Adobe Systems Reports Q1 EPS $0.57 vs $0.57 Est; Revenues $1.05B vs $1.05B Est,neutral
EGHT,"8x8, Inc.",EQUITY,Technology,2012-03-19,Hearing 8X8 Takeover Target in Seeking Alpha Article,neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-03-19,Benzinga's Top Downgrades,neutral
ADBE,Adobe Inc.,EQUITY,Technology,2012-03-19,Adobe in Call Says Creative Suite Will Update Major products,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-03-19,Benzinga's Top Downgrades,neutral
AZPN,"Aspen Technology, Inc.",EQUITY,Technology,2012-03-19,Top 4 Small-Cap Stocks In The Business Software & Services Industry With The Highest ROE,mildly bullish
CACH,"Cache, Inc.",EQUITY,Consumer Cyclical,2012-03-19,US Stock Futures Down; Apple Shares Rise In Pre-Market Trading,mildly bullish
BMRN,BioMarin Pharmaceutical Inc.,EQUITY,Healthcare,2012-03-19,UPDATE: Brean Murray Carret Upgrades BioMarin Pharmaceutical to Buy,mildly bullish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2012-03-19,Baidu Spiking Higher,mildly bullish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2012-03-19,Baidu Spiking Higher,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-03-19,Benzinga's Top Downgrades,neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-03-19,Benzinga's Top Downgrades,neutral
ADBE,Adobe Inc.,EQUITY,Technology,2012-03-20,Adobe CFO to Appear on CNBC to Comment on Earnings,neutral
ADBE,Adobe Inc.,EQUITY,Technology,2012-03-20,Stocks To Watch For March 20,neutral
ADBE,Adobe Inc.,EQUITY,Technology,2012-03-20,UPDATE: Piper Jaffray Raises Adobe's PT,mildly bullish
CME,CME Group Inc.,EQUITY,Financial Services,2012-03-20,"UBS Maintains CME Group at Buy, Raises PT from $311 to $330",mildly bullish
EQIX,"Equinix, Inc.",EQUITY,Real Estate,2012-03-21,"UPDATE: Jefferies Initiates Buy, $165 PT on Equinix",mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-03-21,Piper Jaffray Comments on eBay's PayPal Event,neutral
FCFS,"FirstCash Holdings, Inc.",EQUITY,Financial Services,2012-03-22,Top 4 Small-Cap Stocks In The Credit Services Industry With The Highest ROE,mildly bullish
EDAP,EDAP TMS S.A.,EQUITY,Healthcare,2012-03-23,EDAP TMS SA to Raise $5.625 Million in Registered Direct Offering ,mildly bearish
CALM,"Cal-Maine Foods, Inc.",EQUITY,Consumer Defensive,2012-03-26,Cal-Maine Earnings Decline as Feed Costs Rise ,mildly bearish
CALM,"Cal-Maine Foods, Inc.",EQUITY,Consumer Defensive,2012-03-26,US Stock Futures Up Ahead Of Pending Home Sales Data,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-03-26,Ebay Bans Sale of Sorbitol Worldwide,neutral
CDXS,"Codexis, Inc.",EQUITY,Healthcare,2012-03-27,Codexis Awarded Biofuels Enzyme Patent   ,mildly bullish
CALM,"Cal-Maine Foods, Inc.",EQUITY,Consumer Defensive,2012-03-27,"Morning Social Media Outlook for Tuesday March 27 (ISTA, LNDC, CALM, MAPP)",neutral
EA,Electronic Arts Inc.,EQUITY,Communication Services,2012-03-27,"Stifel Nicolaus Initiates Coverage on Electronic Arts at Buy, Announces PT of $21",mildly bullish
ASYS,"Amtech Systems, Inc.",EQUITY,Technology,2012-03-28,UPDATE: Stifel Nicolaus Initiates Hold on Amtech Systems,neutral
EQIX,"Equinix, Inc.",EQUITY,Real Estate,2012-03-28,Equinix Will Settle Conversion of 2.5% Notes in Cash,neutral
ALLT,Allot Ltd.,EQUITY,Technology,2012-03-29,"Wunderlich Securities Maintains Allot Communication at Buy, Raises PT from $22 to $26",mildly bullish
CNTY,"Century Casinos, Inc.",EQUITY,Consumer Cyclical,2012-03-29,Earnings Scheduled For March 29,neutral
ACTG,Acacia Research Corporation,EQUITY,Industrials,2012-03-29,Acacia Subsidiary Enters into Settlement Agreement with Moser Baer   ,mildly bullish
ENG,ENGlobal Corporation,EQUITY,Industrials,2012-03-30,ENGlobal Postpones Earnings Announcement ,neutral
EVOL,"Symbolic Logic, Inc.",EQUITY,Technology,2012-04-02,Evolving Systems Granted US Patent for Dynamic SIM Allocation,mildly bullish
CAMT,Camtek Ltd.,EQUITY,Technology,2012-04-02,Court Awards Rudolph Technologies $1.29 Million  ,neutral
EXPO,"Exponent, Inc.",EQUITY,Industrials,2012-04-02,Top 4 NASDAQ Stocks In The Management Services Industry With The Highest ROA,mildly bullish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2012-04-02,China Detains Six on Microblog Coup Rumor -BusinessWeek,mildly bearish
CME,CME Group Inc.,EQUITY,Financial Services,2012-04-03,"CME Group Volume Averaged 12.3 Million Contracts per Day in First-Quarter 2012, Up 5 Percent from Fourth-Quarter 2011, and 12.5 Million Contracts per Day in March ",mildly bullish
CARZ,First Trust S-Network Future Vehicles & Technology ETF,ETF,,2012-04-03,UPDATE: BMW Says US Sales Rose 13% YoY,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-04-03,Big Data Explosion Is Big Business For Many,mildly bullish
BIIB,Biogen Inc.,EQUITY,Healthcare,2012-04-04,"Goldman Sachs Upgrades Biogen Idec from Neutral to Buy, Raises PT from $120 to $150",mildly bullish
BSPM,"Biostar Pharmaceuticals, Inc.",EQUITY,Healthcare,2012-04-04,Morning Market Losers,mildly bearish
ALLT,Allot Ltd.,EQUITY,Technology,2012-04-04,Benzinga's Top Downgrades,neutral
CREG,Smart Powerr Corp.,EQUITY,Utilities,2012-04-05,China Recycling Energy Halted for Circuit Breaker,mildly bearish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2012-04-06,"ETF Showdown: Log On For An Internet Battle (PCLN, GOOG, FDN)",neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-04-09,"PayPal's VP of Product, Sam Shrauger, Resigns -AllThingsD",neutral
FELE,"Franklin Electric Co., Inc.",EQUITY,Industrials,2012-04-10,UPDATE: Ladenburg Thalmann Initiates Coverage on Franklin Electric,neutral
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2012-04-10,"ETFs For Momentum Stocks (FBT, PNQI, HDGE)",neutral
ACGL,Arch Capital Group Ltd.,EQUITY,Financial Services,2012-04-12,"Deutsche Bank Maintains Arch Capital Group at Hold, Raises PT from $36 to $37",mildly bullish
FAST,Fastenal Company,EQUITY,Industrials,2012-04-12,"Financial Breakfast: Morning News Summary for April 12, 2012",neutral
FAST,Fastenal Company,EQUITY,Industrials,2012-04-12,Stocks To Watch For April 12,neutral
FAST,Fastenal Company,EQUITY,Industrials,2012-04-12,Fastenal Reports Q1 EPS $0.34 vs $0.35 Est; Revenues $768.9M vs $767.55M Est,mildly bearish
ADTN,"ADTRAN Holdings, Inc.",EQUITY,Technology,2012-04-12,Morgan Stanley: Adtran's 1Q12 Wrap,neutral
FAST,Fastenal Company,EQUITY,Industrials,2012-04-12,Earnings Roundup ,mildly bullish
ADTN,"ADTRAN Holdings, Inc.",EQUITY,Technology,2012-04-12,"Jefferies & Company Maintains Adtran at Hold, Raises PT from $29.75 to $34",mildly bullish
ADBE,Adobe Inc.,EQUITY,Technology,2012-04-12,Adobe Announces Program to Repurchase $2.0 Billion of Stock by End of FY2015 ,mildly bullish
FARO,"FARO Technologies, Inc.",EQUITY,Technology,2012-04-13,Faro Technologies CEO Currently on CNBC,neutral
CLNE,Clean Energy Fuels Corp.,EQUITY,Energy,2012-04-16,Clean Energy Fuels CEO Littlefair: 'We All Know the Natural Gas Honda is the Cleanest Car Available' ,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-04-16,Earnings Preview: eBay on Tap for Wednesday,neutral
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2012-04-16,"Apple's Slide Exposes Flaws In Some ETFs (AAPL, QQQ, IYW)",neutral
CLNE,Clean Energy Fuels Corp.,EQUITY,Energy,2012-04-16,Clean Energy Fuels CEO Littlefair: 'We're Passing Up the Opportunity to Harvest Natural Gas Resources',mildly bullish
CSIQ,Canadian Solar Inc.,EQUITY,Technology,2012-04-16,"Financial Breakfast: Morning News Summary for April 16, 2012",neutral
EXLS,"ExlService Holdings, Inc.",EQUITY,Technology,2012-04-17,EXL Appoints Rohit Kapoor as Vice Chairman of the Board and CEO ,mildly bullish
ERIC,Telefonaktiebolaget LM Ericsson (publ),EQUITY,Technology,2012-04-17,SOFTBANK MOBILE signs LTE contract with Ericsson in Japan  ,mildly bullish
EWBC,"East West Bancorp, Inc.",EQUITY,Financial Services,2012-04-17,East West Bancorp Reports Q1 EPS $0.45 vs $0.43 Est,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-04-17,Bank of America: eBay Earnings Preview,neutral
AGEN,Agenus Inc.,EQUITY,Healthcare,2012-04-17,Agenus Inc Plans To Move Forward With Randomized Trial Evaluating Efficacy Of HSPPC-96 In Glioblastoma Patients,mildly bullish
EXPO,"Exponent, Inc.",EQUITY,Industrials,2012-04-18,Exponent Reports Q1 EPS $0.57 vs $0.52 Est; Revenue $71.9M vs $66.1M Est,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-04-18,"Ebay Rises 3.6% on Earnings Beat, $37.20",mildly bullish
EWBC,"East West Bancorp, Inc.",EQUITY,Financial Services,2012-04-18,"From Yesterday, East-West Bancorp Reports Q1 EPS $0.45 vs $0.43 Est",mildly bullish
FCFS,"FirstCash Holdings, Inc.",EQUITY,Financial Services,2012-04-18,First Cash Financial Services Reports Q1 EPS $0.58 vs $0.55 Est; Revenues $135.1M vs $135.74M Est,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-04-18,eBay Reports Q1 EPS $0.55 vs $0.52 Est; Revenues $3.3B vs $3.15B Est,mildly bullish
CCIH,ChinaCache International Holdings Ltd.,MUTUALFUND,,2012-04-18,ChinaCache Signs Contract With Unity Technologies ApS  ,mildly bullish
EZPW,"EZCORP, Inc.",EQUITY,Financial Services,2012-04-19,"Ezcorp Guides FY EPS $2.85-2.95, Had Seen $3.05-3.10 vs $3.06 Est",mildly bearish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-04-19,"Piper Jaffray Upgrades eBay from Neutral to Overweight, Raises PT from $36 to $50",mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-04-19,US Stock Futures Up As Investors Await Earnings,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-04-19,UPDATE: Benchmark Upgrades eBay; Raises PT,mildly bullish
CFBK,CF Bankshares Inc.,EQUITY,Financial Services,2012-04-19,Central Federal Announces Reverse Stock Split,neutral
CEVA,"CEVA, Inc.",EQUITY,Technology,2012-04-19,UPDATE: Wunderlich Securities Cuts PT to $33 on CEVA ,mildly bearish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2012-04-19,"Rumor of Baidu, Foxconn Partnership on Smartphone",mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-04-19,UPDATE: Bank of America Increases PO to $44 on eBay  ,mildly bullish
BLDR,"Builders FirstSource, Inc.",EQUITY,Industrials,2012-04-19,Builders FirstSource Reports Q1 EPS $-0.11 vs $-0.14 Est; Revenues $219.4M vs $190.67M Est,mildly bullish
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2012-04-23,Check Point Software Down 10% on Q1 Results,mildly bearish
CVBF,CVB Financial Corp.,EQUITY,Financial Services,2012-04-23,"FIG Partners Upgrades CVB Financial from Market Perform to Outperform, Raises PT from $11.5 to $13.5",mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-04-24,What Are the Earnings Numbers Telling Us About Long-Term Trends? ,neutral
CARZ,First Trust S-Network Future Vehicles & Technology ETF,ETF,,2012-04-24,Harley-Davidson Earnings Preview: Q1 EPS Expected to Be Up 29%,mildly bullish
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2012-04-24,"UBS Maintains Check Point Software Technolog at Buy, Raises PT from $68 to $69",mildly bullish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2012-04-24,"Future of NFL Football: Scandals, Injuries Raising Concerns",mildly bearish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2012-04-24,Bidu Spiking Lower,mildly bearish
ERIC,Telefonaktiebolaget LM Ericsson (publ),EQUITY,Technology,2012-04-24,"Ericsson Signs Pacts With China Mobile, China Unicom On Equipment Provision",mildly bullish
CAC,Camden National Corporation,EQUITY,Financial Services,2012-04-24,Camden National Bank Grows By Acquiring 15 Maine Branches ,mildly bullish
ERIC,Telefonaktiebolaget LM Ericsson (publ),EQUITY,Technology,2012-04-25,Ericsson Reports Decline In Q1 Operating Profit,mildly bearish
CDXS,"Codexis, Inc.",EQUITY,Healthcare,2012-04-25,"Benzinga's Microcap Movers for Wednesday April 25, 2012",neutral
EXTR,"Extreme Networks, Inc.",EQUITY,Technology,2012-04-25,Extreme Networks Board Of Directors Recommends A Vote Against Shareholder Proposal ,neutral
ANTH,"Anthera Pharmaceuticals, Inc.",EQUITY,Healthcare,2012-04-25,Anthera Announces the Completion of Patient Dosing in Phase 2b PEARL-SC Study ,mildly bullish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2012-04-25,Baidu Trading 4.1% Lower on Heavy Volume; Currently at $130.2,mildly bearish
BMRN,BioMarin Pharmaceutical Inc.,EQUITY,Healthcare,2012-04-26,BioMarin Pharmaceuticals Reports Q1 EPS $-0.21 vs $-0.14 Est; Revenues $116.6M vs $118.78M Est,mildly bearish
CRUS,"Cirrus Logic, Inc.",EQUITY,Technology,2012-04-26,Benzinga's Earnings Gainers ,mildly bullish
DVAX,Dynavax Technologies Corporation,EQUITY,Healthcare,2012-04-26,Dynavax Reports HEPLISAV BLA Submission  ,mildly bullish
BRKR,Bruker Corporation,EQUITY,Healthcare,2012-04-26,Brukeroration Reports Q1  Revenues $400M vs $386.86M Est,mildly bullish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2012-04-26,"Morning Social Media Outlook for Thursday April 26 (ACOM, ONXX, UPS, HRB)",neutral
DGII,Digi International Inc.,EQUITY,Technology,2012-04-26,Digi International Reports Q2 EPS $0.08 vs $0.1 Est; Revenues $49M vs $52.70M Est,mildly bearish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2012-04-26,"China International Capital Maintains Baidu SP at Buy, Lowers PT from $200 to $195",mildly bullish
AWRE,"Aware, Inc.",EQUITY,Technology,2012-04-27,A Peek Into The Market Before The Trading Starts,neutral
DGII,Digi International Inc.,EQUITY,Technology,2012-04-27,"Dougherty & Company Downgrades Digi International from Buy to Neutral, Lowers PT from $17 to $10",mildly bearish
CROX,"Crocs, Inc.",EQUITY,Consumer Cyclical,2012-04-27,Apple and Priceline Charts Look Familiar...,neutral
DGII,Digi International Inc.,EQUITY,Technology,2012-04-27,"Piper Jaffray Downgrades Digi International from Overweight to Neutral, Lowers PT from $16 to $12",mildly bearish
ATRO,Astronics Corporation,EQUITY,Industrials,2012-04-30,Astronics Corporation Announces Multi-Year Agreement with Panasonic Avionics Corporation for Power Solutions   ,mildly bullish
EMMS,Emmis Corporation,EQUITY,Communication Services,2012-04-30,"Benzinga's Microcap Movers for Monday April 30, 2012",neutral
CMTL,Comtech Telecommunications Corp.,EQUITY,Technology,2012-04-30,Celadon Names Meek CFO,neutral
CMTL,Comtech Telecommunications Corp.,EQUITY,Technology,2012-04-30,Comtech Telecommunications Corp. Receives a $5.5 Million Order for Its Modular Transportable Troposcatter System ,mildly bullish
BIIB,Biogen Inc.,EQUITY,Healthcare,2012-05-01,Biogen Idec Reports Q1 EPS $1.40 vs $1.48 Est; Revenues $1.3B vs $1.31B Est,mildly bearish
BIIB,Biogen Inc.,EQUITY,Healthcare,2012-05-01,"Piper Jaffray Maintains Biogen Idec at Overweight, Raises PT from $140 to $159",mildly bullish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2012-05-01,"Brean Murray Carret & Co. Maintains Electronic Arts at Buy, Lowers PT from $22 to $18",mildly bullish
ADP,"Automatic Data Processing, Inc.",EQUITY,Industrials,2012-05-01,Automatic Data Processing Reports Q3 EPS $0.92 vs $0.91 Est; Revenues $2.9B vs $2.92B Est,mildly bullish
CME,CME Group Inc.,EQUITY,Financial Services,2012-05-02,CME Group Trading 2.1% Lower on Heavy Volume; Currently at $262.68,mildly bearish
CEVA,"CEVA, Inc.",EQUITY,Technology,2012-05-02,CEVA Reports Q1 EPS $0.24 vs $0.22 Est; Revenues $15.1M vs $14.82M Est,mildly bullish
ALLT,Allot Ltd.,EQUITY,Technology,2012-05-02,"Jefferies & Company Maintains Allot Communication at Hold, Raises PT from $25 to $28",mildly bullish
ALLT,Allot Ltd.,EQUITY,Technology,2012-05-02,UPDATE: Jefferies Increases PT to $28 on Allot Communications; Q1 Beat  ,mildly bullish
ADSK,"Autodesk, Inc.",EQUITY,Technology,2012-05-02,Longbow Research Downgrades Autodesk from Buy to Neutral,mildly bearish
DRRX,DURECT Corporation,EQUITY,Healthcare,2012-05-03,Pain Therapeutics Announces Four U.S. Patents Issued for REMOXY  ,mildly bullish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2012-05-03,"National Alliance Maintains Electronic Arts at Market Perform, Lowers PT from $19.69 to $16.2",mildly bearish
AZPN,"Aspen Technology, Inc.",EQUITY,Technology,2012-05-03,UPDATE: Deutsche Bank Raises PT to $27 on Aspen Technology; Growth Momentum  ,mildly bullish
ATRO,Astronics Corporation,EQUITY,Industrials,2012-05-03,"Dougherty & Company Upgrades Astronics from Neutral to Buy, Raises PT from $32 to $41",mildly bullish
AGNC,AGNC Investment Corp.,EQUITY,Real Estate,2012-05-04,"UBS Maintains American Capital Agency at Buy, Raises PT from $29 to $31",mildly bullish
EXLS,"ExlService Holdings, Inc.",EQUITY,Technology,2012-05-04,UPDATE: Stifel Nicolaus Cuts PT to ExlService Holdings; Delay in Growth  ,mildly bearish
AGNC,AGNC Investment Corp.,EQUITY,Real Estate,2012-05-04,"Deutsche Bank Maintains American Capital Agency at Hold, Raises PT from $31.75 to $33.5",mildly bullish
CCOI,"Cogent Communications Holdings, Inc.",EQUITY,Communication Services,2012-05-04,"Jefferies & Company Maintains Cogent Communication at Buy, Raises PT from $21 to $23",mildly bullish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2012-05-04,Are These the Analysts That Will Cover Facebook?,neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2012-05-04,Are These the Analysts That Will Cover Facebook?,neutral
CVGI,"Commercial Vehicle Group, Inc.",EQUITY,Consumer Cyclical,2012-05-07,Commercial Vehicle Group Trading 4.6% Higher on Heavy Volume; Currently at $10.88,mildly bullish
CTSH,Cognizant Technology Solutions Corporation,EQUITY,Technology,2012-05-07,"BGB Securities Maintains Cognizant Technology Solutions at Hold, Lowers PT from $76 to $65",mildly bearish
ERIC,Telefonaktiebolaget LM Ericsson (publ),EQUITY,Technology,2012-05-07,Ericsson To Reduce 95 Jobs At Molndal Site,mildly bearish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2012-05-07,EA Initiates Restructuring Plan; Anticipates Incurring $40M Cost ,mildly bearish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2012-05-07,UPDATE: EA Spokesman Says Job Cuts Relatively Small,mildly bullish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2012-05-07,EA Could Replace Zynga As 15% of Facebook's Revenue,mildly bullish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2012-05-08,"UPDATE: Stifel Nicolaus Lowers PT to $15 on Electronic Arts; Weak Sales, Game Subs  ",mildly bearish
ARCC,Ares Capital Corporation,EQUITY,Financial Services,2012-05-08,"Ladenburg Thalmann Maintains Ares Capitaloration at Buy, Lowers PT from $18 to $17",mildly bullish
CVLT,"Commvault Systems, Inc.",EQUITY,Technology,2012-05-08,Commault Systems Reports Q1 EPS $0.29 vs $0.26 Est; Revenues $114M vs $106.12M Est,mildly bullish
ARCC,Ares Capital Corporation,EQUITY,Financial Services,2012-05-08,Ares Capital Expands Credit Line to $900M,mildly bullish
BIDU,"Baidu, Inc.",EQUITY,Communication Services,2012-05-08,Four Stocks Most Analysts are Bullish On,mildly bullish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2012-05-08,Electronic Arts CEO Riccitiello: 'We Just Put Up Numbers That Suggest We're Worth More Than We Are Trading At',mildly bullish
